_key,geo_location,latitude,longitude,count
b463d3bd6064861b,"Detroit, MI",42.3527865,-83.099288,2
1927193c57f35d51,"West Hollywood, CA",34.0870095,-118.36964515,1
ebbd168611073cb8,"Cliffside Park, NJ",40.820404499999995,-73.9874205,2
49f0a5eb038077e9,"Columbus, IN",39.2114315,-85.922362,1
4ebdbc556ccd2f12,"Deerfield Beach, FL",26.301198,-80.12235584999999,1
bc7f3267d2efaf40,"Richardson, TX",32.9644845,-96.69093699999999,1
a75bc1fb166cd594,"Culver City, CA",34.0060125,-118.4089901,1
b76db10a4d307c60,"Jupiter, FL",26.931496000000003,-80.11711665,1
ab2f2fac83aa388d,"Oakland, CA",37.7919941,-122.2286855,2
01c060cf466c6ce3,"Long Beach, CA",33.809171500000005,-118.1567104,2
0a0de7bd49ef942d,"Scottsdale, AZ",33.63933985,-111.85839849999999,1
9931fa8cb41efa4e,"Lakeland Village, CA",33.6476185,-117.35981005,1
4b58830723ec6371,"Santa Clara, CA",37.370990000000006,-121.967821,1
48112be8707b5ed3,"Columbus, NE",41.432621999999995,-97.34962300000001,1
92220986b9dfd67d,"Birmingham, AL",33.5422375,-86.793917,2
c84cc6061e2af8da,"Simi Valley, CA",34.2673105,-118.73139915,1
737fcb9daae404ac,"Boise, ID",43.598033,-116.238001,1
99e789320196ef6a,"Emeryville, CA",37.83855,-122.2956495,2
011aeb76023deccb,"Riverview, FL",27.827367000000002,-82.30672225,1
23ddee699e919f28,"Oro Valley, AZ",32.4176466,-110.97475299999999,1
390600307e9cd236,"Bowling Green, KY",36.965671,-86.4355085,1
1cfa9ac27a1e93bd,"Norwalk, CT",41.1562815,-73.4409395,1
d52c2a8e878b7cf7,"Hesperia, CA",34.418775499999995,-117.319094,1
0049088b1906e51b,"Ypsilanti, MI",42.245713050000006,-83.60180249999999,1
6a8466844e70003b,"Jamestown, NC",35.992680500000006,-79.93324195,1
00d889e2088c9eac,"Boulevard Park, WA",47.50634155,-122.31157759999999,1
c3a113bae16973a9,"Cooper City, FL",26.047138500000003,-80.30087750000001,5
6afb88feadd10a84,"Phoenixville, PA",40.138200499999996,-75.5234715,1
01e74c422dab6107,"Cinco Ranch, TX",29.721989100000002,-95.77871135000001,1
dc3747428fa88cab,"Spokane, WA",47.667438,-117.434547,1
4265ece9285a2872,"Palm Springs, CA",33.8250795,-116.51728940000001,1
b4a0e9082dcc8436,"Delray Beach, FL",26.4561475,-80.0931798,1
72b777b5054ca807,"Sans Souci, SC",34.9016485,-82.42124100000001,1
68108bea30da38c3,"Lompoc, CA",34.654424500000005,-120.4703395,1
a5c0eba140e25cbb,"Clayton, MO",38.645911,-90.32867475,1
045badf8fedd9c63,"North Miami Beach, FL",25.93564105,-80.1698023,1
545a2392307d8893,"Bend, OR",44.0599381,-121.311582,1
0106cfca3d97c3e8,"Frederick, CO",40.1167278,-104.94308000000001,1
ab2b3353d37b40e6,"El Dorado Hills, CA",38.6828575,-121.0695155,1
20dc6048f416c894,"Granger, IN",41.7348625,-86.1205405,1
b3eda928fff7bdff,"Aventura, FL",25.95611745,-80.137196,1
2b34df148a211c3e,"Hattiesburg, MS",31.310637,-89.338039,1
fee8047a46fbdfc8,"Vinings, GA",33.8614025,-84.47072904999999,1
9531d4e3bbafc09d,"Oklahoma City, OK",35.4828435,-97.552161,1
fe577a7e304136b4,"Edina, MN",44.89522205,-93.3606,1
363a256b7c2c3e3c,"Madras, OR",44.6272695,-121.129851,1
fa37e818b629e4ea,"Salinas, CA",36.68914925,-121.64126865,1
1c98b097b6fcb4d6,"Severn, MD",39.154153,-76.70463135,1
6bbfc293278cafd1,"Oswego, IL",41.690507999999994,-88.3361185,1
facb653464828079,"Peabody, MA",42.5325755,-70.973641,1
01371c6e3c8f050e,"Batesville, MS",34.3088885,-89.94995399999999,1
a6c257c61f294ec1,"Greensboro, NC",36.090396999999996,-79.85736349999999,1
dc62519fda13b4ec,"Tampa, FL",27.9965945,-82.44269374999999,1
0af0a491a5194920,"Coconut Creek, FL",26.27069245,-80.1778765,1
b49f565245b0c54d,"LaGrange, GA",33.039371,-85.058721,1
a2b439a23220cb96,"Mankato, MN",44.16514015,-93.9992844,1
a46c2b006eca091d,"Loogootee, IN",38.678731,-86.91576505,1
fab61fa558330e75,"Fort Salonga, NY",40.902699999999996,-73.293312,1
c1e5bddd6cb22b02,"Flourtown, PA",40.10317565,-75.2047511,1
d6bbfe2356aebaab,"Flower Mound, TX",33.030083000000005,-97.1031385,1
